2519
(128560439, 'ADA3', '603', 'C1', 'PORTO', 'PARANHOS', 'RUA VALE FORMOSO', 'PARAGEM SEM ABRIGO')
(296058885, 'MTB1', '0', 'C2', 'PORTO', 'RAMALDE', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(296058885, 'MTB2', '0', 'C2', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(296058885, 'MTB3', '0', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA NOVA DO SEIXO', 'com painel abrigo')
(296058885, 'MTB4', '0', 'C5', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA NOVA DO SEIXO', 'com painel abrigo')
(314536490, 'MTCR1', '0', 'C8', 'GONDOMAR', 'GONDOMAR (S. COSME)', 'RUA 25 ABRIL', 'PARAGEM COM ABRIGO C')
(314536490, 'MTCR2', '0', 'C8', 'GONDOMAR', 'GONDOMAR (S. COSME)', 'RUA 25 ABRIL', 'PARAGEM SEM ABRIGO')
(111632674, 'MTCT1', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA PAUS', 'postalete')
(111632674, 'MTCT2', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA PAUS', 'com painel abrigo')
(474682657, 'MTCV', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA DAMIAO GOIS', 'PARAGEM COM ABRIGO J')
(1224758703, 'MTE', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA LOUREIRO', 'postalete')
(111619645, 'MTES1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA OSCAR DA SILVA', 'PARAGEM COM ABRIGO J')
(111619645, 'MTES2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA OSCAR DA SILVA', 'PARAGEM SEM ABRIGO')
(112617128, 'MTP1', '0', 'C8', 'GONDOMAR', 'BAGUIM DO MONTE', 'RUA D. JOAO DE CASTRO', 'abrigo')
(112617128, 'MTP2', '0', 'C8', 'GONDOMAR', 'BAGUIM DO MONTE', 'RUA D. JOAO DE CASTRO', 'com painel abrigo')
(513925588, 'MTT2', '0', 'C1', 'PORTO', 'BONFIM', 'RUA SANTOS POUSADA', 'postalete')
(1224758731, 'MTV1', '0', 'S9', 'VILA NOVA DE GAIA', 'VILAR DE ANDORINHO', '0', 'postalete')
(1224758731, 'MTV2', '0', 'S9', 'VILA NOVA DE GAIA', 'OLIVEIRA DO DOURO', '0', 'postalete')
(311624110, 'MVTO1', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA CAMPISMO', 'abrigo')
(311624110, 'MVTO2', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA CAMPISMO', 'abrigo')
(343646734, 'NAT1', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA NATARIA', 'postalete')
(343646734, 'NAT2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA NATARIA', 'com painel abrigo')
(137970173, 'NAVE1', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA FERNAO MAGALHAES', 'PARAGEM COM ABRIGO J')
(138251413, 'NAVE2', '0', 'C1', 'PORTO', 'BONFIM', 'AVENIDA FERNAO MAGALHAES', 'PARAGEM COM ABRIGO J')
(297369596, 'NDA1', '0', 'C1', 'PORTO', 'CAMPANHÃ', 'RUA FREIXO', 'PARAGEM SEM ABRIGO')
(560978249, 'NDA2', '0', 'C1', 'PORTO', 'CAMPANHÃ', 'RUA FREIXO', 'PARAGEM SEM ABRIGO')
(1264279385, 'NEV2', '0', 'C2', 'PORTO', 'NEVOGILDE', 'AVENIDA BOAVISTA', 'com painel abrigo')
(1264279385, 'NEV3', '0', 'C2', 'PORTO', 'NEVOGILDE', 'AVENIDA BOAVISTA', 'com painel abrigo')
(311887302, 'NEVG', '0', 'C2', 'PORTO', 'NEVOGILDE', 'RUA PEDRO DE ALENQUER', 'postalete')
(311887302, 'NEVG1', '0', 'C2', 'PORTO', 'NEVOGILDE', 'RUA MOLHE', 'postalete')
(96497011, 'HSPH1', '0', 'C3', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA DR. EDUARDO TORRES', 'com painel abrigo')
(96497011, 'HSPH2', '0', 'C3', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA DR. EDUARDO TORRES', 'com painel abrigo')
(311624195, 'NOC', '0', 'S8', 'VILA NOVA DE GAIA', 'S. PEDRO DA AFURADA', 'VIA RAPIDA', 'com painel abrigo')
(96497009, 'NOF1', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'VIA RAPIDA IC 1', 'PARAGEM SEM ABRIGO')
(96497009, 'NOF2', '0', 'C4', 'MATOSINHOS', 'PERAFITA', 'VIA RAPIDA IC 1', 'PARAGEM COM ABRIGO J')
(111619645, 'NP1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA DR. ALBANO SA LIMA', 'postalete')
(111619645, 'NP2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA DR. JOSE DOMINGUES DE OLIV', 'com painel abrigo')
(1224758703, 'NTRT1', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA FONTES PEREIRA MELO', 'postalete')
(1224758703, 'NTRT2', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA FONTES PEREIRA MELO', 'postalete')
(112617126, '9AG2', '0', 'C9', 'VALONGO', 'ERMESINDE', '0', 'PARAGEM SEM ABRIGO')
(112617112, 'GAN2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA D. AFONSO HENRIQUES', 'PARAGEM COM ABRIGO J')
(1296455305, 'GAS1', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA OURO', 'PARAGEM COM ABRIGO J')
(1296455176, 'GAS2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA OURO', 'postalete')
(285908619, 'GAS3', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA OURO', 'PARAGEM SEM ABRIGO')
(112613533, 'GATS1', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA PONTE DO CARRO', 'postalete')
(112613533, 'GATS2', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA PONTE DO CARRO', 'com painel abrigo')
(1277620331, 'GAZ1', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'RUA FERNAO LOPES', 'postalete')
(1277620331, 'GAZ2', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'RUA FERNAO LOPES', 'com painel abrigo')
(444041716, 'BVE1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA VASCO GAMA', 'PARAGEM COM ABRIGO J')
(112581017, 'MPAZ5', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'PARAGEM COM ABRIGO J')
(410690424, 'MPAZ7', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA CONDE COVILHA', 'PARAGEM COM ABRIGO J')
(112580224, 'MPAZ6', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'com painel abrigo')
(112613532, 'RSR3', '0', 'C2', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA SENHOR', 'postalete')
(112613532, 'RSR4', '0', 'C2', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA SENHOR', 'postalete')
(422547977, 'EFRD2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'com painel abrigo')
(422547977, 'EFRD1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'com painel abrigo')
(497871060, 'MPAZ3', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'postalete')
(497871060, 'MPAZ1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'com painel abrigo')
(497871073, 'MPAZ4', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'com painel abrigo')
(497871073, 'MPAZ2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA MANUEL PINTO AZEVEDO', 'com painel abrigo')
(126647309, 'MRD', '0', 'C1', 'PORTO', 'BONFIM', 'RUA SANTOS POUSADA', 'PARAGEM COM ABRIGO J')
(1296455235, 'MRG1', '0', 'C1', 'PORTO', 'MIRAGAIA', 'RUA NOVA ALFANDEGA', 'PARAGEM COM ABRIGO J')
(1296455373, 'MRG2', '0', 'C1', 'PORTO', 'MIRAGAIA', 'RUA NOVA ALFANDEGA', 'PARAGEM COM ABRIGO J')
(1279864316, 'MRI1', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA BARAO DO CORVO', 'postalete')
(1279864316, 'MRI2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'RUA BARAO DO CORVO', 'postalete')
(25632292, 'MRL', '256', 'C1', 'PORTO', 'CEDOFEITA', 'RUA MARTIRES DA LIBERDADE', 'postalete')
(474549107, 'MRR1', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA BRITO CAPELO', 'PARAGEM SEM ABRIGO')
(474385797, 'MRR2', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA EGAS MONIZ', 'postalete')
(126597343, 'MRS2', '0', 'C1', 'PORTO', 'RAMALDE', 'RUA 5 DE OUTUBRO', 'PARAGEM COM ABRIGO J')
(112613538, 'MSB1', '0', 'C4', 'MATOSINHOS', 'SANTA CRUZ DO BISPO', 'RUA SAO BRAS', 'postalete')
(112613538, 'MSB2', '0', 'C4', 'MATOSINHOS', 'SANTA CRUZ DO BISPO', 'RUA SAO BRAS', 'postalete')
(312403836, 'MSLD', '0', 'C2', 'PORTO', 'NEVOGILDE', 'RUA PEDRO DE ALENQUER', 'postalete')
(1280038245, 'MCE1', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA BASILIO TELES DAS PEDRAS', 'PARAGEM COM ABRIGO J')
(478632156, 'MCE3', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA BASILIO TELES DAS PEDRAS', 'com painel abrigo')
(1280038244, 'MCE2', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA BASILIO TELES DAS PEDRAS', 'PARAGEM COM ABRIGO J')
(1280038245, 'MCE4', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA BASILIO TELES DAS PEDRAS', 'com painel abrigo')
(343646753, 'MSTO1', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA MONSANTO', 'postalete')
(343646753, 'MSTO2', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA NOVA DO REGADO', 'postalete')
(444041716, 'ERM2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA RODRIGUES FREITAS', 'PARAGEM SEM ABRIGO')
(444041716, 'ERM3', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA RODRIGUES FREITAS', 'PARAGEM SEM ABRIGO')
(444041716, 'ERMD1', '0', 'C9', 'VALONGO', 'ALFENA', 'RUA SAO VICENTE', 'PARAGEM SEM ABRIGO')
(444041716, 'ERMD2', '0', 'C9', 'VALONGO', 'ALFENA', 'RUA SAO VICENTE', 'PARAGEM COM ABRIGO J')
(112617113, 'ERMI1', '179', 'C9', 'VALONGO', 'ERMESINDE', 'RUA DOM ANTONIO CASTRO MEIRELE', 'PARAGEM SEM ABRIGO')
(112617113, 'ERMI2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA DOM ANTONIO CASTRO MEIRELE', 'PARAGEM SEM ABRIGO')
(1097379489, 'ESCL', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA NOSSA SENHORA DO CALVARIO', 'PARAGEM COM ABRIGO J')
(1043000780, 'ESCN1', '0', 'C1', 'PORTO', 'BONFIM', 'RUA ALEGRIA', 'PARAGEM SEM ABRIGO')
(25632463, 'ESCN2', '0', 'C1', 'PORTO', 'BONFIM', 'LARGO JOSE MOREIRA DA SILVA', 'PARAGEM SEM ABRIGO')
(112613540, 'ESP1', '0', 'C5', 'MATOSINHOS', 'CUSTÓIAS', 'RUA LINHARES', 'postalete')
(112613540, 'ESP2', '0', 'C5', 'MATOSINHOS', 'CUSTÓIAS', 'RUA LINHARES', 'postalete')
(1224758714, 'ESPH1', '0', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA BELGICA', 'com painel abrigo')
(1224758714, 'ESPH2', '2470', 'S1', 'VILA NOVA DE GAIA', 'CANIDELO', 'RUA BELGICA', 'com painel abrigo')
(663689451, 'MRDR1', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'postalete')
(663689451, 'MRDR2', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'com painel abrigo')
(663689451, 'ESTV1', '0', 'C8', 'GONDOMAR', 'FÂNZERES', 'RUA GUERRA JUNQUEIRO', 'PARAGEM SEM ABRIGO')
(663689451, 'ESTV2', '0', 'C8', 'GONDOMAR', 'FÂNZERES', 'RUA GUERRA JUNQUEIRO', 'PARAGEM SEM ABRIGO')
(430267067, 'ZOID1', '1092', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA SANTOS DIAS', 'postalete')
(430267067, 'ZOID2', '0', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA SANTOS DIAS', 'postalete')
(111619645, 'REXP1', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA VELOSO SALGADO', 'PARAGEM SEM ABRIGO')
(111619645, 'REXP2', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA VELOSO SALGADO', 'PARAGEM COM ABRIGO J')
(111619645, 'EXP5', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA DR. ANTONIO MACEDO', 'postalete')
(497871206, 'EZC1', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA CONDE COVILHA', 'PARAGEM COM ABRIGO J')
(497871206, 'EZC2', '0', 'C2', 'PORTO', 'RAMALDE', 'RUA CONDE COVILHA', 'PARAGEM COM ABRIGO J')
(112613546, 'FAP1', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA RECAREI', 'com painel abrigo')
(112613546, 'FAP2', '0', 'C5', 'MATOSINHOS', 'LEÇA DO BALIO', 'RUA RECAREI', 'com painel abrigo')
(444041716, 'FARM1', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA JOAO VIEIRA', 'postalete')
(444041716, 'FARM2', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA JOAO VIEIRA', 'postalete')
(112617146, 'FBC1', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112617140, 'FBC2', '0', 'C6', 'GONDOMAR', 'RIO TINTO', 'ESTRADA LINHAS TORRES DA CIRCU', 'com painel abrigo')
(495173377, 'FCH2', '0', 'C2', 'PORTO', 'NEVOGILDE', 'RUA GONDAREM', 'PARAGEM SEM ABRIGO')
(311889366, 'FCLH', '0', 'C1', 'PORTO', 'MASSARELOS', 'RUA GUERRA JUNQUEIRO', 'com painel abrigo')
(506111845, 'FEUP1', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA DR.ROBERTO FRIAS', 'PARAGEM COM ABRIGO J')
(1165604071, 'FG1', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA CONSTITUICAO', 'PARAGEM SEM ABRIGO')
(1232608730, 'FG2', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA JOAO PEDRO RIBEIRO', 'PARAGEM SEM ABRIGO')
(112613556, 'FGT1', '0', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA NOVA DO SEIXO', 'com painel abrigo')
(112613546, 'FGT2', '0', 'C5', 'MATOSINHOS', 'SENHORA DA HORA', 'RUA NOVA DO SEIXO', 'com painel abrigo')
(112613546, 'FGTR1', '3716', 'C5', 'MATOSINHOS', 'CUSTÓIAS', 'RUA SAO GENS', 'com painel abrigo')
(112613546, 'FGTR2', '3707', 'C5', 'MATOSINHOS', 'CUSTÓIAS', 'RUA SAO GENS', 'com painel abrigo')
(353286182, 'FIG', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA BOAVISTA', 'postalete')
(430267067, 'FLO1', '0', 'C5', 'MAIA', 'GUEIFÃES', 'AVENIDA COMENDADOR CARLOS FERR', 'postalete')
(430267067, 'FLO2', '0', 'C5', 'MAIA', 'GUEIFÃES', 'AVENIDA COMENDADOR CARLOS FERR', 'postalete')
(430284855, 'FLOS1', '394', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA SILVA BRINCO', 'PARAGEM SEM ABRIGO')
(430284855, 'FLOS2', '341', 'C5', 'MATOSINHOS', 'S. MAMEDE DE INFESTA', 'RUA SILVA BRINCO', 'PARAGEM SEM ABRIGO')
(112617113, 'BEL1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA ILHA SAO MIGUEL', 'postalete')
(112617113, 'BEL2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'RUA ILHA SAO MIGUEL', 'postalete')
(111449497, 'FLU1', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA CONDOMINHAS', 'PARAGEM COM ABRIGO J')
(111448463, 'FLU2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'LARGO ANTONIO CALEM', 'PARAGEM COM ABRIGO J')
(111455340, 'FLU3', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'LARGO ANTONIO CALEM', 'PARAGEM COM ABRIGO J')
(111451063, 'FLU4', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA ALEIXO MOTA', 'PARAGEM COM ABRIGO J')
(128668296, 'FLUN1', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA DIOGO BOTELHO', 'PARAGEM COM ABRIGO J')
(128668294, 'FLUN2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA DIOGO BOTELHO', 'PARAGEM COM ABRIGO J')
(480495881, 'PING1', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'RUA SENHORA DA LUZ', 'PARAGEM COM ABRIGO J')
(122525425, 'PING3', '0', 'C2', 'PORTO', 'FOZ DO DOURO', 'RUA CORONEL RAUL PERES', 'PARAGEM COM ABRIGO J')
(111619645, 'FMAI', '0', 'C4', 'MATOSINHOS', 'LEÇA DA PALMEIRA', 'RUA VELOSO SALGADO', 'PARAGEM COM ABRIGO J')
(112613634, 'ARSR1', '0', 'C6', 'GONDOMAR', 'RIO TINTO', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'postalete')
(112617126, 'FMGA1', '0', 'C9', 'VALONGO', 'ERMESINDE', 'ENG. DUARTE PACHECO', 'com painel abrigo')
(112617126, 'FMGA2', '0', 'C9', 'VALONGO', 'ERMESINDE', 'ENG. DUARTE PACHECO', 'abrigo')
(431615495, 'FMGO1', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA GUERRA JUNQUEIRO', 'postalete')
(431615495, 'FMGO2', '0', 'C9', 'MAIA', 'ÁGUAS SANTAS', 'RUA GUERRA JUNQUEIRO', 'postalete')
(431925048, 'HSJ11', '0', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112613602, 'HSJ6', '0', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(430267079, 'HSJ7', '0', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(112613602, 'HSJ5', '0', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'PARAGEM COM ABRIGO J')
(430267079, 'HSJ12', '0', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'com painel abrigo')
(280200623, 'HSJ3', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA PROF. HERNANI MONTEIRO', 'com painel abrigo')
(349907649, 'HSM', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA CAMOES', 'postalete')
(420774512, 'IB2', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA S TOME', 'PARAGEM SEM ABRIGO')
(420774512, 'IB3', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA S TOME', 'PARAGEM COM ABRIGO J')
(415754700, 'ICAM2', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA FALCAO', 'PARAGEM SEM ABRIGO')
(429544634, 'IGAL1', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA JORNAL NOTICIAS', 'PARAGEM COM ABRIGO J')
(429544636, 'IGAL2', '0', 'C2', 'PORTO', 'ALDOAR', 'RUA JORNAL NOTICIAS', 'com painel abrigo')
(430267067, 'IGMI1', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA GENERAL HUMBERTO DELGADO', 'com painel abrigo')
(430267067, 'IGMI2', '0', 'C9', 'MAIA', 'MILHEIRÓS', 'RUA GENERAL HUMBERTO DELGADO', 'com painel abrigo')
(447872458, 'IGRA1', '0', 'N16', 'VALONGO', 'ALFENA', 'RUA VICENTE', 'PARAGEM COM ABRIGO J')
(447872458, 'IGRA2', '0', 'N16', 'VALONGO', 'ALFENA', 'RUA VICENTE', 'PARAGEM COM ABRIGO J')
(112617128, 'IGRT1', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'RUA LOUINHA', 'abrigo')
(112617128, 'IGRT2', '0', 'C9', 'GONDOMAR', 'RIO TINTO', 'Av. Dr. Francisco Sá Carneiro', 'com painel abrigo')
(128655628, 'ILH2', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA S.ROQUE DA LAMEIRA', 'PARAGEM SEM ABRIGO')
(100118436, 'VAL1', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'AVENIDA ANTONIO C  MOREIRA', 'postalete')
(1279779530, 'INF1', '0', 'C1', 'PORTO', 'S. NICOLAU', 'RUA INFANTE D.HEMRIQUE', 'com painel abrigo')
(1296455336, 'RBRI2', '0', 'C1', 'PORTO', 'S. NICOLAU', 'RUA ALFANDEGA', 'PARAGEM COM ABRIGO J')
(1296455475, 'RBRI1', '0', 'C1', 'PORTO', 'S. NICOLAU', 'RUA ALFANDEGA', 'PARAGEM COM ABRIGO J')
(1279864319, 'INFH1', '0', 'S8', 'VILA NOVA DE GAIA', 'MAFAMUDE', 'AVENIDA INFANTE D  HENRIQUE', 'com painel abrigo')
(1279864319, 'INFH2', '0', 'S8', 'VILA NOVA DE GAIA', 'VILA NOVA DE GAIA (SANTA MARINHA)', 'AVENIDA INFANTE D  HENRIQUE', 'com painel abrigo')
(663689451, 'INFS1', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'PARAGEM SEM ABRIGO')
(663689451, 'INFS2', '0', 'C8', 'GONDOMAR', 'RIO TINTO', '0', 'PARAGEM COM ABRIGO C')
(280200644, 'IPO2', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA DR.ANTONIO BERNARDINO DE A', 'PARAGEM COM ABRIGO J')
(287458435, 'IPO4', '0', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'PARAGEM COM ABRIGO J')
(112613598, 'IPO5', '8114', 'C6', 'PORTO', 'PARANHOS', 'VIA RAPIDA ESTRADA DA CIRCUNVA', 'PARAGEM COM ABRIGO J')
(432597947, 'ISEP1', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA S TOME', 'PARAGEM COM ABRIGO J')
(432597947, 'ISEP2', '0', 'C6', 'PORTO', 'PARANHOS', 'RUA S TOME', 'PARAGEM COM ABRIGO J')
(311624110, 'ISG1', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'AVENIDA INFANTE SAGRES', 'postalete')
(311624110, 'ISG2', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'AVENIDA INFANTE SAGRES', 'com painel abrigo')
(1224758703, 'ISNT1', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA NUNO TRISTAO', 'postalete')
(1224758703, 'ISNT2', '0', 'S2', 'VILA NOVA DE GAIA', 'VALADARES', 'RUA NUNO TRISTAO', 'com painel abrigo')
(100118446, 'ISS1', '0', 'S2', 'VILA NOVA DE GAIA', 'MADALENA', 'RUA ANTONIO F  SOUSA', 'postalete')
(497922774, 'PRO2', '0', 'C2', 'PORTO', 'RAMALDE', 'AVENIDA DR. ANTUNES GUIMARAES', 'PARAGEM COM ABRIGO J')
(1110698273, 'PRR1', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'PRACA REPUBLICA', 'com painel abrigo')
(475396373, 'PRR3', '328', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA JOAO DAS REGRAS', 'PARAGEM SEM ABRIGO')
(429262398, 'PRR5', '85', 'C1', 'PORTO', 'CEDOFEITA', 'PRACA REPUBLICA', 'PARAGEM COM ABRIGO J')
(25632285, 'PRR7', '0', 'C1', 'PORTO', 'CEDOFEITA', 'RUA ALVARES CABRAL', 'postalete')
(663689451, 'PRS1', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA FONSECA DIAS', 'PARAGEM SEM ABRIGO')
(663689451, 'PRS2', '0', 'C10', 'VALONGO', 'VALONGO', 'RUA ESTACAO', 'PARAGEM SEM ABRIGO')
(137992808, 'PRSM1', '0', 'C1', 'PORTO', 'SANTO ILDEFONSO', 'RUA FARIA GUIMARAES', 'abrigo')
(112613538, 'PRU1', '0', 'N10', 'MAIA', 'MOREIRA', '0', 'PARAGEM COM ABRIGO C')
(112613538, 'PRU2', '0', 'N10', 'MAIA', 'MOREIRA', '0', 'PARAGEM COM ABRIGO C')
(112613538, 'PRU3', '0', 'N10', 'MAIA', 'MOREIRA', 'RUA DE PEDRAS RUBRAS', 'postalete')
(112613538, 'PRUE1', '0', 'N10', 'MAIA', 'MOREIRA', 'RUA CRUZ DAS GUARDEIRAS', 'postalete')
(112613538, 'PRUE2', '0', 'N10', 'MAIA', 'MOREIRA', 'RUA CRUZ DAS GUARDEIRAS', 'postalete')
(663689451, 'PSEC1', '0', 'C16', 'VALONGO', 'CAMPO', 'RUA CENTRAL CAMPO', 'postalete')
(663689451, 'PSEC2', '0', 'C16', 'VALONGO', 'CAMPO', 'RUA CENTRAL CAMPO', 'com painel abrigo')
(1103952886, 'PSG', '0', 'C6', 'PORTO', 'CAMPANHÃ', 'RUA CERCO DO PORTO', 'PARAGEM COM ABRIGO J')
(413564238, 'PSOC1', '0', 'C1', 'PORTO', 'BONFIM', 'RUA COSTA CABRAL', 'PARAGEM SEM ABRIGO')
(1161930075, 'PSOC2', '0', 'C1', 'PORTO', 'PARANHOS', 'RUA COSTA CABRAL', 'PARAGEM SEM ABRIGO')
(96497010, 'PSSM1', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA PASSOS MANUEL', 'postalete')
(96497010, 'PSSM2', '0', 'C3', 'MATOSINHOS', 'GUIFÕES', 'RUA PASSOS MANUEL', 'postalete')
(428215354, 'PT2', '0', 'C2', 'PORTO', 'LORDELO DO OURO', 'RUA DIOGO BOTELHO', 'PARAGEM COM ABRIGO J')
